# CDC Weekly counts of deaths by state and select causes
# 2019 - 2021
# export of https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6
# Last update 11-20-2021
# Column 1 and Columns after S of the raw CDC data removed for clarity.

Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Illinois,2020,44,10/31/2020,2455,2271,25,438,69,106,28,92,28,57,21,519,114,333,294
Illinois,2020,45,11/7/2020,2699,2510,30,447,73,106,38,95,30,51,26,522,145,513,466
Illinois,2020,46,11/14/2020,2905,2701,30,455,71,93,31,98,31,48,30,537,152,675,621
Illinois,2020,47,11/21/2020,3186,3002,29,466,86,79,38,122,17,58,34,590,126,941,841
Illinois,2020,48,11/28/2020,3151,2964,33,451,72,108,34,92,29,48,38,565,152,941,826
Illinois,2020,49,12/5/2020,3282,3110,34,452,82,102,43,109,32,48,30,574,141,1029,941
Illinois,2020,50,12/12/2020,3345,3178,35,487,69,114,40,120,26,64,28,600,130,1039,916
Illinois,2020,51,12/19/2020,3130,2939,27,490,67,119,36,107,25,53,41,523,133,923,828
Illinois,2020,52,12/26/2020,3040,2849,27,408,60,107,50,88,27,43,26,567,108,875,786
Illinois,2020,53,1/2/2021,3031,2878,35,448,66,99,32,113,29,45,26,597,150,802,697
Illinois,2021,1,1/9/2021,2794,2635,36,387,51,105,44,91,23,55,27,598,135,646,577
Illinois,2021,2,1/16/2021,2734,2552,32,462,84,104,42,80,38,41,34,517,112,567,501
Illinois,2021,3,1/23/2021,2609,2439,52,410,60,86,38,97,28,50,28,522,144,476,429
Illinois,2021,4,1/30/2021,2585,2429,31,472,61,84,34,80,33,59,19,521,145,445,402
Illinois,2021,5,2/6/2021,2562,2383,36,452,67,90,34,109,30,44,30,535,124,346,299
Illinois,2021,6,2/13/2021,2476,2321,21,456,71,90,31,93,26,47,25,550,142,329,289
Illinois,2021,7,2/20/2021,2439,2278,38,476,76,71,31,89,34,50,22,534,141,222,199
Illinois,2021,8,2/27/2021,2333,2152,33,456,67,87,31,78,33,42,28,491,141,209,176
Illinois,2021,9,3/6/2021,2179,1998,34,417,73,71,26,83,22,46,29,485,118,144,130
Illinois,2021,10,3/13/2021,2109,1934,29,440,54,76,39,89,32,46,27,466,121,124,104
Illinois,2021,11,3/20/2021,2119,1935,27,438,48,84,30,103,20,54,27,464,131,119,100
Illinois,2021,12,3/27/2021,2128,1939,26,440,77,87,34,76,23,62,15,457,117,121,113
Illinois,2021,13,4/3/2021,2179,1992,37,406,69,58,32,109,29,62,29,480,143,118,104
Illinois,2021,14,4/10/2021,2232,2019,23,446,54,84,25,83,25,56,49,473,100,132,123
Illinois,2021,15,4/17/2021,2107,1892,25,378,57,78,23,89,23,45,25,445,120,180,169
Illinois,2021,16,4/24/2021,2221,2044,24,410,57,56,33,107,29,47,21,493,138,199,178
Illinois,2021,17,5/1/2021,2224,2060,28,475,70,53,29,86,34,50,32,472,117,196,175
Illinois,2021,18,5/8/2021,2156,1940,30,395,55,68,31,84,19,42,22,463,122,210,190
Illinois,2021,19,5/15/2021,2131,1932,28,395,66,67,28,74,18,44,31,477,118,178,161
Illinois,2021,20,5/22/2021,2218,2021,25,450,53,83,24,95,22,44,29,460,114,187,167
Illinois,2021,21,5/29/2021,2030,1822,27,380,52,54,29,79,23,34,27,448,104,127,110
Illinois,2021,22,6/5/2021,2186,1957,32,437,68,65,28,86,20,47,30,481,103,120,112
Illinois,2021,23,6/12/2021,2121,1896,21,425,49,71,29,102,29,41,32,424,126,103,97
Illinois,2021,24,6/19/2021,2034,1826,37,393,63,70,25,87,27,57,32,447,121,72,60
Illinois,2021,25,6/26/2021,1998,1814,28,434,58,56,24,86,31,45,34,441,111,62,54
Illinois,2021,26,7/3/2021,2055,1845,33,473,66,64,26,80,32,36,28,452,123,45,34
Illinois,2021,27,7/10/2021,2099,1892,23,437,56,69,27,102,35,43,44,468,113,44,39
Illinois,2021,28,7/17/2021,2108,1910,30,462,63,55,39,96,31,48,32,435,119,43,39
Illinois,2021,29,7/24/2021,2077,1860,29,457,52,76,23,85,27,45,50,451,110,44,36
Illinois,2021,30,7/31/2021,2067,1880,22,422,53,59,24,86,24,56,50,463,110,75,67
Illinois,2021,31,8/7/2021,2115,1906,36,441,43,70,23,95,27,50,57,443,119,95,87
Illinois,2021,32,8/14/2021,2176,2022,24,447,61,70,30,81,35,44,66,455,109,121,112
Illinois,2021,33,8/21/2021,2258,2071,32,430,63,52,31,91,20,53,78,446,108,200,190
Illinois,2021,34,8/28/2021,2297,2126,20,445,67,89,25,91,30,46,83,463,110,220,203
Illinois,2021,35,9/4/2021,2357,2185,32,451,52,86,28,97,24,51,97,467,107,246,230
Illinois,2021,36,9/11/2021,2383,2226,23,438,82,75,35,96,28,46,114,462,105,292,265
Illinois,2021,37,9/18/2021,2280,2158,23,440,74,84,31,98,30,44,127,433,109,278,258
Illinois,2021,38,9/25/2021,2301,2190,29,466,61,78,30,98,34,46,144,421,135,234,214
Illinois,2021,39,10/2/2021,2332,2229,36,461,57,63,35,94,31,45,166,468,120,246,219
Illinois,2021,40,10/9/2021,2303,2207,33,503,45,91,20,73,23,44,193,466,128,198,182
Illinois,2021,41,10/16/2021,2133,2034,30,405,50,76,29,66,22,61,172,422,117,207,186
Illinois,2021,42,10/23/2021,2281,2068,32,463,57,75,35,92,37,50,167,455,138,188,173
Illinois,2021,43,10/30/2021,2051,1759,22,401,58,81,34,73,29,43,226,375,125,156,142
Illinois,2021,44,11/6/2021,1618,1122,28,336,22,65,21,83,17,33,189,294,77,105,99
Indiana,2020,1,1/4/2020,1470,1357,27,258,47,51,42,115,30,40,10,335,60,0,0
Indiana,2020,2,1/11/2020,1386,1258,21,243,40,54,37,110,27,29,,317,57,0,0
Indiana,2020,3,1/18/2020,1389,1277,28,285,49,51,22,95,20,36,,316,64,0,0
Indiana,2020,4,1/25/2020,1422,1304,27,270,55,55,27,110,17,34,,315,64,0,0
Indiana,2020,5,2/1/2020,1380,1282,25,296,51,48,21,83,29,39,,294,74,0,0
Indiana,2020,6,2/8/2020,1363,1257,27,267,48,61,29,100,21,22,,296,80,0,0
Indiana,2020,7,2/15/2020,1429,1325,21,275,40,62,25,112,26,29,11,324,64,0,0
Indiana,2020,8,2/22/2020,1412,1301,24,293,37,56,26,99,22,31,,306,72,0,0
Indiana,2020,9,2/29/2020,1449,1325,30,272,48,60,39,107,23,37,,319,74,0,0
Indiana,2020,10,3/7/2020,1372,1256,19,259,43,72,33,97,24,32,15,319,73,0,0
Indiana,2020,11,3/14/2020,1407,1302,22,307,36,49,43,110,23,37,,301,65,0,0
Indiana,2020,12,3/21/2020,1329,1222,14,248,44,61,28,95,32,26,12,273,72,15,14
Indiana,2020,13,3/28/2020,1486,1392,24,305,52,63,40,96,22,33,,294,65,52,48
Indiana,2020,14,4/4/2020,1581,1477,33,250,67,74,36,107,28,30,11,290,61,160,148
Indiana,2020,15,4/11/2020,1633,1512,17,241,51,67,27,113,27,28,,324,64,238,230
Indiana,2020,16,4/18/2020,1510,1419,20,257,40,48,21,72,22,26,,308,66,274,254
Indiana,2020,17,4/25/2020,1597,1478,23,256,38,66,28,83,23,28,,282,69,312,286
Indiana,2020,18,5/2/2020,1537,1421,12,246,35,64,20,99,19,32,,256,57,294,275
Indiana,2020,19,5/9/2020,1583,1438,23,254,50,58,17,72,13,25,,284,66,263,244
Indiana,2020,20,5/16/2020,1572,1435,18,262,55,54,13,91,22,28,,265,66,257,239
Indiana,2020,21,5/23/2020,1474,1340,12,239,41,47,15,75,17,24,,306,57,201,181
Indiana,2020,22,5/30/2020,1383,1247,20,248,37,43,10,92,20,22,,294,58,146,136
Indiana,2020,23,6/6/2020,1396,1267,22,246,54,47,,82,13,28,,288,54,139,128
Indiana,2020,24,6/13/2020,1392,1261,23,256,55,56,,79,16,20,,280,60,127,114
Indiana,2020,25,6/20/2020,1353,1208,19,242,41,50,16,65,14,30,,261,65,115,104
Indiana,2020,26,6/27/2020,1380,1239,17,274,60,42,15,65,16,18,,287,56,83,64
Indiana,2020,27,7/4/2020,1345,1208,24,272,46,55,12,80,18,17,,294,61,66,57
Indiana,2020,28,7/11/2020,1352,1198,20,245,45,46,11,66,16,26,,287,57,82,73
Indiana,2020,29,7/18/2020,1383,1255,32,271,42,50,10,73,22,27,11,286,60,64,59
Indiana,2020,30,7/25/2020,1318,1190,21,263,55,40,16,83,14,28,11,242,60,77,66
Indiana,2020,31,8/1/2020,1367,1216,23,277,57,46,17,82,21,35,13,248,57,79,68
Indiana,2020,32,8/8/2020,1344,1216,24,268,39,44,12,64,21,28,,281,46,77,70
Indiana,2020,33,8/15/2020,1372,1267,17,247,54,39,10,92,17,37,,296,49,102,92
Indiana,2020,34,8/22/2020,1359,1234,15,232,42,67,13,84,19,28,,293,45,98,90
Indiana,2020,35,8/29/2020,1356,1230,26,252,39,48,11,89,17,20,,266,60,79,69
Indiana,2020,36,9/5/2020,1271,1143,19,242,36,51,13,67,22,20,10,263,59,74,67
Indiana,2020,37,9/12/2020,1343,1210,31,270,50,40,11,81,18,30,,268,58,90,79
Indiana,2020,38,9/19/2020,1409,1286,19,269,48,52,13,82,20,31,,272,53,99,87
Indiana,2020,39,9/26/2020,1441,1292,20,264,44,56,10,75,22,30,10,276,71,101,87
Indiana,2020,40,10/3/2020,1411,1281,20,248,49,60,13,76,20,20,10,269,56,148,123
Indiana,2020,41,10/10/2020,1442,1313,22,251,41,49,11,75,20,25,,306,76,142,125
Indiana,2020,42,10/17/2020,1524,1389,18,271,37,42,12,76,,28,,304,89,202,189
Indiana,2020,43,10/24/2020,1513,1368,25,261,35,43,23,83,28,24,10,280,63,209,189
Indiana,2020,44,10/31/2020,1600,1461,28,255,46,55,23,94,17,29,10,283,59,264,249
Indiana,2020,45,11/7/2020,1655,1539,23,251,54,52,10,84,24,28,14,296,66,336,292
Indiana,2020,46,11/14/2020,1721,1601,22,263,50,48,24,88,26,34,,306,67,378,343
Indiana,2020,47,11/21/2020,1936,1802,20,279,54,60,18,98,21,27,,301,59,543,497
Indiana,2020,48,11/28/2020,2015,1901,34,250,52,72,18,89,17,36,13,349,68,614,560
Indiana,2020,49,12/5/2020,1943,1827,19,260,52,58,18,76,22,24,,325,65,640,589
Indiana,2020,50,12/12/2020,2118,1991,20,256,66,56,18,103,23,33,13,314,75,741,670
Indiana,2020,51,12/19/2020,2060,1918,18,261,55,68,24,85,26,31,,318,71,690,630
Indiana,2020,52,12/26/2020,2010,1879,24,282,59,58,18,96,17,24,,317,64,616,548
Indiana,2020,53,1/2/2021,2051,1917,27,253,55,52,21,96,20,30,12,323,74,662,594
Indiana,2021,1,1/9/2021,1981,1839,16,296,60,48,21,93,21,40,,330,65,556,501
Indiana,2021,2,1/16/2021,1914,1789,21,268,57,58,16,75,19,41,10,353,86,487,442
Indiana,2021,3,1/23/2021,1794,1645,19,276,65,53,22,55,23,31,13,291,73,428,372
Indiana,2021,4,1/30/2021,1624,1507,23,265,55,52,25,78,24,35,11,268,46,378,332
Indiana,2021,5,2/6/2021,1606,1486,17,254,58,38,11,90,19,30,12,313,67,293,248
Indiana,2021,6,2/13/2021,1512,1392,17,270,53,39,,92,29,27,,298,70,196,162
Indiana,2021,7,2/20/2021,1467,1352,20,265,43,45,12,80,14,32,,313,66,159,125
Indiana,2021,8,2/27/2021,1439,1313,24,299,48,40,14,71,17,32,,283,73,131,102
Indiana,2021,9,3/6/2021,1414,1278,22,272,45,43,15,80,29,34,,305,62,109,76
Indiana,2021,10,3/13/2021,1376,1239,24,251,57,49,13,85,19,22,,318,63,80,55
Indiana,2021,11,3/20/2021,1305,1157,24,249,50,32,,68,15,30,,264,69,60,39
Indiana,2021,12,3/27/2021,1297,1162,18,250,47,44,11,65,29,29,12,265,66,55,40
Indiana,2021,13,4/3/2021,1278,1172,15,249,46,43,10,90,21,27,,254,61,61,44
Indiana,2021,14,4/10/2021,1373,1225,15,259,54,32,11,82,21,30,12,281,64,58,41
Indiana,2021,15,4/17/2021,1394,1240,25,271,51,37,17,79,14,26,12,265,79,80,63
Indiana,2021,16,4/24/2021,1284,1155,21,251,53,36,10,62,28,30,,275,52,58,46
Indiana,2021,17,5/1/2021,1361,1224,14,263,40,36,,77,21,27,,290,62,76,64
Indiana,2021,18,5/8/2021,1319,1177,16,268,37,37,15,81,18,31,,270,67,84,64
Indiana,2021,19,5/15/2021,1290,1160,,260,51,28,16,65,23,25,10,284,64,82,67
Indiana,2021,20,5/22/2021,1357,1208,15,258,49,47,12,75,22,17,,276,68,86,70
Indiana,2021,21,5/29/2021,1328,1203,12,241,35,35,11,78,21,22,17,325,56,77,65
Indiana,2021,22,6/5/2021,1401,1247,19,262,44,42,,78,24,23,,304,73,73,63
Indiana,2021,23,6/12/2021,1300,1145,22,292,55,35,17,72,18,21,,243,58,56,44
Indiana,2021,24,6/19/2021,1408,1246,14,290,55,43,10,82,27,25,,284,66,49,36
Indiana,2021,25,6/26/2021,1279,1159,16,266,41,42,12,74,33,26,,274,67,45,36
Indiana,2021,26,7/3/2021,1295,1163,11,256,41,37,,81,21,20,14,257,70,32,27
Indiana,2021,27,7/10/2021,1331,1189,22,262,34,40,15,79,18,25,14,280,58,38,30
Indiana,2021,28,7/17/2021,1292,1161,12,266,48,43,18,74,27,21,,257,76,32,23
Indiana,2021,29,7/24/2021,1251,1109,17,243,42,38,13,68,23,20,,266,63,31,23
Indiana,2021,30,7/31/2021,1337,1191,12,283,51,49,16,72,19,28,10,281,52,50,38
Indiana,2021,31,8/7/2021,1339,1197,17,251,42,43,14,78,28,28,,285,54,77,67
Indiana,2021,32,8/14/2021,1421,1293,22,260,56,39,13,96,25,34,,275,60,108,100
Indiana,2021,33,8/21/2021,1485,1353,15,286,48,41,18,92,28,25,12,277,67,166,156
Indiana,2021,34,8/28/2021,1522,1377,24,271,52,40,10,84,25,31,10,305,56,204,186
Indiana,2021,35,9/4/2021,1516,1368,31,285,43,46,,86,15,22,13,266,65,224,206
Indiana,2021,36,9/11/2021,1640,1499,21,270,35,45,13,83,25,33,17,279,71,307,286
Indiana,2021,37,9/18/2021,1639,1496,11,279,51,51,14,100,20,21,11,284,72,320,293
Indiana,2021,38,9/25/2021,1661,1533,15,275,50,58,10,78,22,25,21,283,70,328,306
Indiana,2021,39,10/2/2021,1606,1462,15,256,47,34,11,79,23,21,18,284,72,292,275
Indiana,2021,40,10/9/2021,1496,1378,17,285,57,36,18,95,18,18,13,278,48,262,239
Indiana,2021,41,10/16/2021,1429,1237,20,267,38,39,14,78,22,22,14,268,62,230,206
Indiana,2021,42,10/23/2021,1231,934,12,232,41,41,,76,21,14,19,235,55,185,171
Indiana,2021,43,10/30/2021,934,688,,186,32,33,,54,16,26,16,169,54,114,103
Indiana,2021,44,11/6/2021,527,82,,108,16,22,,39,10,12,,100,30,71,62
Iowa,2020,1,1/4/2020,665,618,,115,19,28,12,62,18,,12,168,24,0,0
Iowa,2020,2,1/11/2020,647,611,,147,24,38,17,33,13,,11,151,26,0,0
Iowa,2020,3,1/18/2020,620,585,,116,27,23,17,52,17,,10,161,20,0,0
Iowa,2020,4,1/25/2020,640,597,11,108,16,31,12,49,,,,174,30,0,0
Iowa,2020,5,2/1/2020,615,572,,118,17,28,16,50,,,,142,27,0,0
Iowa,2020,6,2/8/2020,637,593,,120,17,31,15,40,12,10,,163,34,0,0
Iowa,2020,7,2/15/2020,600,543,,125,19,25,17,26,,,11,141,31,0,0
Iowa,2020,8,2/22/2020,643,587,11,113,24,24,14,35,13,10,,157,24,0,0
Iowa,2020,9,2/29/2020,642,600,,122,24,20,15,28,18,,,169,35,0,0
Iowa,2020,10,3/7/2020,624,573,11,114,20,27,23,50,10,,,140,23,0,0
Iowa,2020,11,3/14/2020,636,585,,136,13,27,26,40,,,,156,22,0,0
Iowa,2020,12,3/21/2020,598,561,,104,17,21,22,35,14,10,,140,22,0,0
Iowa,2020,13,3/28/2020,595,564,10,110,13,38,21,44,12,,,135,28,,
Iowa,2020,14,4/4/2020,608,567,15,123,19,39,18,39,,,13,123,19,17,16
Iowa,2020,15,4/11/2020,597,565,11,136,16,28,,30,,10,,130,37,22,21
Iowa,2020,16,4/18/2020,633,595,,144,17,39,11,15,,14,,146,26,36,36
Iowa,2020,17,4/25/2020,587,544,,116,23,16,11,25,,,13,112,24,52,49
Iowa,2020,18,5/2/2020,673,629,,110,17,26,,39,14,,12,147,27,69,66
Iowa,2020,19,5/9/2020,702,661,,142,27,26,,37,,,,147,24,92,85
Iowa,2020,20,5/16/2020,674,647,,129,18,32,,35,,,,151,26,103,98
Iowa,2020,21,5/23/2020,619,582,,115,22,26,,23,10,,,118,34,101,93
Iowa,2020,22,5/30/2020,632,584,,117,18,31,,26,10,11,12,131,17,91,86
Iowa,2020,23,6/6/2020,600,561,,96,23,26,,23,,15,,135,27,70,67
Iowa,2020,24,6/13/2020,589,545,,126,16,28,,29,,,10,125,23,40,35
Iowa,2020,25,6/20/2020,575,516,,112,15,23,,20,10,,,133,24,32,27
Iowa,2020,26,6/27/2020,552,522,,115,15,25,,33,,,,123,24,20,19
Iowa,2020,27,7/4/2020,596,545,,127,16,21,,25,10,,,137,26,21,18
Iowa,2020,28,7/11/2020,567,514,,119,19,23,,24,,,,129,26,26,20
Iowa,2020,29,7/18/2020,601,552,,130,20,25,,22,14,,,126,32,42,39
Iowa,2020,30,7/25/2020,651,600,,111,17,26,11,26,,15,15,150,22,47,41
Iowa,2020,31,8/1/2020,650,589,,116,18,26,,29,14,,,147,19,51,49
Iowa,2020,32,8/8/2020,649,595,,112,23,34,,26,,,,142,32,53,49
Iowa,2020,33,8/15/2020,669,610,,117,16,20,,22,10,,10,146,34,57,48
Iowa,2020,34,8/22/2020,625,570,,109,22,31,,26,,10,,133,22,63,57
Iowa,2020,35,8/29/2020,691,628,,121,21,20,,29,,11,,152,29,77,65
Iowa,2020,36,9/5/2020,597,551,,97,21,26,,31,10,,,127,20,59,50
Iowa,2020,37,9/12/2020,637,584,10,117,24,24,,34,,,11,130,32,61,53
Iowa,2020,38,9/19/2020,642,587,,93,20,28,,32,,11,10,145,24,48,46
Iowa,2020,39,9/26/2020,641,589,,126,21,29,11,26,,,,134,20,57,54
Iowa,2020,40,10/3/2020,680,626,,119,15,33,,30,,,,148,20,83,69
Iowa,2020,41,10/10/2020,733,679,10,125,26,20,11,36,,,,151,24,100,93
Iowa,2020,42,10/17/2020,688,638,,118,21,20,,33,,,10,137,23,115,106
Iowa,2020,43,10/24/2020,750,718,,131,31,27,,31,,11,,158,23,130,117
Iowa,2020,44,10/31/2020,759,722,,123,21,39,10,23,,,,162,33,137,128
Iowa,2020,45,11/7/2020,860,817,,108,23,33,,35,13,,10,158,26,257,235
Iowa,2020,46,11/14/2020,905,851,,117,16,33,16,33,13,11,,136,34,308,278
Iowa,2020,47,11/21/2020,998,950,,109,15,31,10,34,,10,10,130,16,424,395
Iowa,2020,48,11/28/2020,976,931,,103,31,32,,40,,10,,120,33,402,371
Iowa,2020,49,12/5/2020,1002,952,,120,26,28,14,26,10,,12,150,23,411,375
Iowa,2020,50,12/12/2020,950,918,,133,14,28,12,42,12,12,10,159,29,335,305
Iowa,2020,51,12/19/2020,864,815,,118,17,36,12,27,,10,,141,27,297,255
Iowa,2020,52,12/26/2020,834,793,,113,26,33,,27,,,11,139,40,231,203
Iowa,2020,53,1/2/2021,741,694,,125,23,29,,28,,10,,142,26,191,166
Iowa,2021,1,1/9/2021,802,758,,115,16,23,,29,11,13,,186,27,215,189
Iowa,2021,2,1/16/2021,756,698,,122,12,27,,33,10,,13,153,27,165,136
Iowa,2021,3,1/23/2021,749,706,10,111,24,22,11,37,,,16,146,36,138,113
Iowa,2021,4,1/30/2021,647,605,,127,21,26,,22,,,10,115,21,115,91
Iowa,2021,5,2/6/2021,649,617,,128,17,25,,34,,,,158,18,94,75
Iowa,2021,6,2/13/2021,610,568,,114,18,19,,31,,,,132,24,73,55
Iowa,2021,7,2/20/2021,656,611,,111,27,23,,34,,,,176,21,60,44
Iowa,2021,8,2/27/2021,585,542,,117,18,21,,25,,,,139,28,53,39
Iowa,2021,9,3/6/2021,617,575,,123,18,28,,27,,,,144,23,44,32
Iowa,2021,10,3/13/2021,559,516,10,103,12,19,,33,10,,,134,24,42,27
Iowa,2021,11,3/20/2021,505,465,,107,24,13,,24,,,,112,22,37,20
Iowa,2021,12,3/27/2021,564,529,,110,16,15,,38,,10,10,135,16,29,26
Iowa,2021,13,4/3/2021,572,518,,104,20,19,,26,,13,10,132,25,20,17
Iowa,2021,14,4/10/2021,625,570,,118,19,29,11,35,,12,,131,22,32,26
Iowa,2021,15,4/17/2021,571,539,11,130,10,12,,30,,,,137,25,26,16
Iowa,2021,16,4/24/2021,613,577,,120,21,22,,47,,,,165,20,29,20
Iowa,2021,17,5/1/2021,632,580,,121,22,29,,33,,,,155,30,23,14
Iowa,2021,18,5/8/2021,567,518,,120,19,16,,23,10,,,153,34,21,16
Iowa,2021,19,5/15/2021,555,491,,119,14,15,,29,11,,,118,21,31,23
Iowa,2021,20,5/22/2021,534,494,11,106,21,28,,22,12,,,110,26,18,13
Iowa,2021,21,5/29/2021,582,533,,136,17,19,,27,,,,130,26,22,20
Iowa,2021,22,6/5/2021,553,504,,98,22,21,,26,10,,,148,17,15,10
Iowa,2021,23,6/12/2021,572,516,,122,19,25,,35,,,,130,32,,
Iowa,2021,24,6/19/2021,596,542,13,113,18,22,,35,,,,131,42,13,12
Iowa,2021,25,6/26/2021,588,537,,127,28,22,,34,,11,,140,19,10,
Iowa,2021,26,7/3/2021,544,488,,113,19,18,,30,10,,,129,34,,
Iowa,2021,27,7/10/2021,573,520,,100,14,13,10,26,,,,152,29,12,11
Iowa,2021,28,7/17/2021,568,521,,121,22,15,10,27,,,,128,23,14,11
Iowa,2021,29,7/24/2021,609,556,14,108,21,23,,34,12,11,,145,21,14,
Iowa,2021,30,7/31/2021,551,505,,106,19,17,,31,,13,,135,22,16,16
Iowa,2021,31,8/7/2021,605,557,,116,22,26,,33,,,,147,28,27,20
Iowa,2021,32,8/14/2021,569,525,,125,18,21,11,21,,,,132,28,35,31
Iowa,2021,33,8/21/2021,644,590,,128,18,34,,32,11,,11,136,13,48,42
Iowa,2021,34,8/28/2021,669,619,,127,10,21,,38,12,,,144,30,52,46
Iowa,2021,35,9/4/2021,646,598,,119,17,28,,35,,,12,128,25,77,70
Iowa,2021,36,9/11/2021,686,638,,125,24,20,10,30,12,,12,159,29,73,66
Iowa,2021,37,9/18/2021,658,625,10,118,17,23,,37,12,,,150,23,94,88
Iowa,2021,38,9/25/2021,706,663,,130,25,23,10,43,,,,147,32,98,87
Iowa,2021,39,10/2/2021,702,658,11,105,19,30,,25,12,10,,172,34,100,93
Iowa,2021,40,10/9/2021,692,661,,126,29,26,,29,,,,148,27,114,100
Iowa,2021,41,10/16/2021,620,553,,119,14,21,,31,,10,,130,19,102,94
Iowa,2021,42,10/23/2021,676,563,11,127,19,24,,25,,13,,141,27,93,80
Iowa,2021,43,10/30/2021,593,421,,124,15,26,,22,,,,159,22,67,62
Iowa,2021,44,11/6/2021,385,227,,63,10,15,,22,,,,95,10,58,53
Kansas,2020,1,1/4/2020,591,542,,89,14,18,23,56,12,13,,136,25,0,0
Kansas,2020,2,1/11/2020,560,516,,109,20,,21,42,10,10,,123,23,,
Kansas,2020,3,1/18/2020,576,528,12,111,17,23,17,37,,11,10,116,25,0,0
Kansas,2020,4,1/25/2020,571,514,,101,18,19,19,33,,,,126,24,0,0
Kansas,2020,5,2/1/2020,549,500,,99,11,26,17,35,13,14,10,120,16,0,0
Kansas,2020,6,2/8/2020,503,469,,89,17,20,12,31,,15,10,117,26,0,0
Kansas,2020,7,2/15/2020,575,525,,123,10,,19,41,15,13,,133,27,0,0
Kansas,2020,8,2/22/2020,559,524,,113,18,25,20,32,11,,,110,35,0,0
Kansas,2020,9,2/29/2020,548,503,,100,24,25,23,38,11,12,11,102,20,0,0
Kansas,2020,10,3/7/2020,575,521,,84,18,20,29,30,12,,,123,29,0,0
Kansas,2020,11,3/14/2020,522,484,,84,21,12,22,40,,,,113,31,,
Kansas,2020,12,3/21/2020,515,473,,85,16,21,20,29,11,,,129,21,,
Kansas,2020,13,3/28/2020,523,488,11,98,23,23,14,31,12,,11,110,28,,
Kansas,2020,14,4/4/2020,550,504,,103,13,23,,32,12,,,100,29,21,20
Kansas,2020,15,4/11/2020,525,485,,88,22,13,15,34,,,,106,18,36,32
Kansas,2020,16,4/18/2020,546,506,,106,22,15,,29,,,,133,25,42,38
Kansas,2020,17,4/25/2020,541,496,,112,26,16,,21,,,,119,31,22,20
Kansas,2020,18,5/2/2020,526,482,,92,20,18,,27,,10,,123,15,25,21
Kansas,2020,19,5/9/2020,507,469,,97,16,14,11,29,,,,106,25,34,27
Kansas,2020,20,5/16/2020,530,487,,97,21,19,,26,10,,,119,15,27,23
Kansas,2020,21,5/23/2020,520,466,,95,11,14,,24,,,13,125,22,10,
Kansas,2020,22,5/30/2020,506,462,,98,22,22,,39,,,,120,16,14,14
Kansas,2020,23,6/6/2020,499,447,,93,20,15,,28,,,,110,18,18,16
Kansas,2020,24,6/13/2020,516,472,,101,23,23,,21,,10,,106,33,,
Kansas,2020,25,6/20/2020,508,437,,68,30,15,,23,,,,110,21,20,18
Kansas,2020,26,6/27/2020,521,464,,104,24,22,,29,,14,,103,20,17,16
Kansas,2020,27,7/4/2020,562,511,,127,27,22,,30,,14,,113,22,12,12
Kansas,2020,28,7/11/2020,504,452,,104,15,20,,27,,11,,90,22,16,13
Kansas,2020,29,7/18/2020,518,458,,83,18,10,,27,11,,10,112,23,24,19
Kansas,2020,30,7/25/2020,540,494,,105,28,17,,35,,,,111,18,35,32
Kansas,2020,31,8/1/2020,543,496,,103,29,16,,25,,14,,101,13,40,39
Kansas,2020,32,8/8/2020,601,544,12,96,14,25,,29,12,11,,130,34,37,31
Kansas,2020,33,8/15/2020,577,521,,123,14,18,,39,,,,117,30,40,38
Kansas,2020,34,8/22/2020,514,464,,83,26,22,,19,,11,,96,21,40,34
Kansas,2020,35,8/29/2020,532,485,12,90,11,13,,32,,,10,117,21,51,45
Kansas,2020,36,9/5/2020,566,504,,119,15,12,10,32,,,,116,21,39,36
Kansas,2020,37,9/12/2020,581,527,11,84,18,21,,43,,15,,116,21,56,47
Kansas,2020,38,9/19/2020,553,511,,104,25,16,,25,10,11,,111,17,51,48
Kansas,2020,39,9/26/2020,601,548,,101,11,17,,24,,13,,125,26,57,52
Kansas,2020,40,10/3/2020,580,540,,107,21,14,,27,,10,11,120,38,69,65
Kansas,2020,41,10/10/2020,638,576,,104,23,20,11,25,,20,,121,24,84,80
Kansas,2020,42,10/17/2020,635,591,,112,17,14,,41,,11,,104,30,97,91
Kansas,2020,43,10/24/2020,658,621,,115,26,16,,32,12,,,116,25,119,109
Kansas,2020,44,10/31/2020,577,530,,110,22,15,,27,,,11,88,24,89,85
Kansas,2020,45,11/7/2020,679,620,,94,17,16,,36,,14,,106,28,139,125
Kansas,2020,46,11/14/2020,718,676,,126,17,28,11,24,,,,106,32,159,154
